10/09/18	11:13 pm	shobhit	apne aap se nhi kiya h
10/09/18	11:13 pm	shobhit	help li ti
10/09/18	11:13 pm	psit shivam tripathi	no problem
10/09/18	11:14 pm	psit shivam tripathi	aage ke try karo ques iss baar
10/09/18	11:14 pm	psit shivam tripathi	yeh 4 aise the jo kar lete
10/09/18	11:14 pm	psit shivam tripathi	bhale thoda time lagta
10/09/18	11:14 pm	psit shivam tripathi	aage wale karo
10/09/18	11:14 pm	shobhit	ha
10/09/18	11:14 pm	psit shivam tripathi	help lo net se
10/09/18	11:14 pm	psit shivam tripathi	explore karo kya logic ya ds use hone
10/09/18	11:14 pm	psit shivam tripathi	padho
10/09/18	11:23 pm	psit shivam tripathi	kiska
10/09/18	11:23 pm	shobhit	mera h
10/09/18	11:23 pm	psit shivam tripathi	abe
10/09/18	11:23 pm	shobhit	kya hua
10/09/18	11:23 pm	psit shivam tripathi	bhaukaal tight kar diye tum
10/09/18	11:24 pm	shobhit	kyo bhai
10/09/18	11:24 pm	psit shivam tripathi	600 score
10/09/18	11:24 pm	shobhit	html ka kamal h sirf
10/09/18	11:25 pm	psit shivam tripathi	psit wale tumko pyaar karenge
10/09/18	11:25 pm	shobhit	edit krdiya page me
10/09/18	11:26 pm	psit shivam tripathi	achha
10/09/18	11:26 pm	psit shivam tripathi	anyways no joke
10/09/18	11:26 pm	shobhit	kyo bhai
10/09/18	11:26 pm	psit shivam tripathi	i wish you do a good job like this in future
10/09/18	11:26 pm	psit shivam tripathi	in real
10/09/18	11:26 pm	psit shivam tripathi	not html
10/09/18	11:26 pm	shobhit	oho forsure
10/09/18	11:27 pm	shobhit	ye dakho
10/09/18	11:30 pm	psit shivam tripathi	waah
10/09/18	11:30 pm	shobhit	hacker
10/09/18	11:32 pm	psit shivam tripathi	black hat hacker
10/09/18	11:32 pm	shobhit	coding karo
10/09/18	11:32 pm	psit shivam tripathi	bhai ek no channel hai
10/09/18	11:32 pm	psit shivam tripathi	orgasm ho jaata
10/09/18	11:34 pm	psit shivam tripathi	matlab ek aisi feeling aa jati jisse bahut khushi milti
10/09/18	11:34 pm	psit shivam tripathi	hamara kahne ka matlab yehi tha
10/09/18	11:34 pm	shobhit	ha fr tik h
10/09/18	11:47 pm	shobhit	you deleted this message
10/09/18	11:47 pm	psit shivam tripathi	topa
12/09/18	9:05 pm	shobhit	ye subsequence h
12/09/18	11:31 pm	shobhit	ok
14/09/18	12:16 am	shobhit	ye dakho
14/09/18	12:16 am	shobhit	you deleted this message
14/09/18	12:16 am	shobhit	bato fr
14/09/18	12:24 am	shobhit	https ide geeksforgeeks org saxzzkfpqe
15/09/18	10:30 pm	shobhit	dakho iskko
15/09/18	10:30 pm	shobhit	1234
15/09/18	10:30 pm	shobhit	query 1 4
15/09/18	10:30 pm	shobhit	1 1
15/09/18	10:35 pm	shobhit	bhai isko review kr lo
15/09/18	10:35 pm	shobhit	input kr ke
16/09/18	4:45 am	psit shivam tripathi	gud morning
16/09/18	4:45 am	psit shivam tripathi	dekhta hu
16/09/18	6:29 am	shobhit	good morning
16/09/18	6:30 am	shobhit	jaise agr tum rat ko soojao ge to kutch ho jayga ga ky
16/09/18	6:31 am	psit shivam tripathi	so chuke hai bhai
16/09/18	6:31 am	psit shivam tripathi	10 30 se 4 30
16/09/18	6:31 am	shobhit	acha fr tik h
16/09/18	6:32 am	shobhit	is imoji ka front to
16/09/18	6:33 am	shobhit	bhai to and valla hua
16/09/18	6:34 am	shobhit	7 questions
16/09/18	6:34 am	shobhit	codechef
16/09/18	6:34 am	psit shivam tripathi	ho gaye tumhare
16/09/18	6:35 am	shobhit	na but dakha ta
16/09/18	6:35 am	shobhit	tree se bi ho jyga
16/09/18	6:35 am	psit shivam tripathi	condition zero wala
16/09/18	6:35 am	shobhit	na dakha nhi
16/09/18	6:35 am	shobhit	table game
16/09/18	6:36 am	psit shivam tripathi	partial hua hai
16/09/18	6:36 am	psit shivam tripathi	memory jyada use kar li
16/09/18	6:36 am	shobhit	hme to smj nhi aa rha question
16/09/18	6:37 am	shobhit	test case explain kr skte ho
16/09/18	6:37 am	psit shivam tripathi	nahi
16/09/18	6:37 am	shobhit	krdo
16/09/18	6:37 am	psit shivam tripathi	nishad se call karke punchh lena
16/09/18	6:37 am	psit shivam tripathi	kal usne 12 ghante lagaya tha
16/09/18	6:37 am	psit shivam tripathi	yeh sawal
16/09/18	6:37 am	shobhit	are bt do
16/09/18	6:38 am	shobhit	are rahine do acha
16/09/18	6:38 am	psit shivam tripathi	batayenge
16/09/18	6:38 am	shobhit	and valla try krte h
16/09/18	6:38 am	psit shivam tripathi	baad me
16/09/18	6:38 am	shobhit	solution nhi test case hi nhi smj aa rha
16/09/18	6:41 am	shobhit	bas count krne h perfect sqr
16/09/18	6:42 am	psit shivam tripathi	haa
16/09/18	6:42 am	shobhit	ye to parent ne store kr lo count
16/09/18	6:42 am	shobhit	use bi hojyga
16/09/18	6:43 am	shobhit	main batt cpyiyo ki pic le ky
16/09/18	6:43 am	shobhit	eco and cyber
16/09/18	6:44 am	psit shivam tripathi	haa
16/09/18	6:44 am	shobhit	bejdo
16/09/18	6:44 am	psit shivam tripathi	100 rs per copy
16/09/18	6:44 am	psit shivam tripathi	600 rs paytm karo
16/09/18	6:45 am	shobhit	kr diye
16/09/18	6:45 am	shobhit	bejo ab
16/09/18	6:45 am	shobhit	padliya
16/09/18	6:45 am	psit shivam tripathi	haan
16/09/18	6:45 am	psit shivam tripathi	sab hash kar liya dimaag me
16/09/18	6:46 am	shobhit	hash
16/09/18	6:46 am	shobhit	acha ab padlo whatap band kr do
16/09/18	6:46 am	psit shivam tripathi	nahi band karenge
16/09/18	6:46 am	psit shivam tripathi	notes bheje hai
16/09/18	6:47 am	psit shivam tripathi	respect karo
16/09/18	6:47 am	psit shivam tripathi	208 panne click kiye hai
16/09/18	6:47 am	shobhit	acha ha hero of the ct
16/09/18	7:21 am	psit shivam tripathi	this message was deleted
16/09/18	7:21 am	psit shivam tripathi	this message was deleted
16/09/18	7:32 am	shobhit	kya h ye
16/09/18	7:32 am	shobhit	delete kya kr diya
16/09/18	7:32 am	psit shivam tripathi	xor ka code bhejo
